Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Unnamed: 16_level_0,Unnamed: 17_level_0
29.0,Moe Williams,29.0,MIN,RB,16.0,7.0,174.0,745.0,5.0,43.0,46.0,61.0,4.3,46.6,10.9,2.0,
30.0,Tyrone Wheatley,31.0,OAK,RB,15.0,5.0,159.0,678.0,4.0,31.0,49.1,41.0,4.3,45.2,10.6,2.0,
31.0,Shawn Bryson,27.0,DET,RB,16.0,13.0,158.0,606.0,3.0,32.0,40.5,39.0,3.8,37.9,9.9,2.0,
32.0,Trung Canidate,26.0,WAS,RB,11.0,10.0,142.0,600.0,1.0,27.0,43.0,38.0,4.2,54.5,12.9,1.0,
33.0,William Green,24.0,CLE,RB,7.0,7.0,142.0,559.0,1.0,30.0,45.8,26.0,3.9,79.9,20.3,5.0,
34.0,Corey Dillon,29.0,CIN,RB,13.0,11.0,138.0,541.0,2.0,27.0,42.0,39.0,3.9,41.6,10.6,0.0,
35.0,Thomas Jones,25.0,TAM,RB,16.0,3.0,137.0,627.0,3.0,24.0,42.3,61.0,4.6,39.2,8.6,4.0,
36.0,Amos Zereoue,27.0,PIT,RB,16.0,6.0,132.0,433.0,2.0,22.0,37.9,22.0,3.3,27.1,8.3,0.0,
37.0,Correll Buckhalter,25.0,PHI,RB,15.0,5.0,126.0,542.0,8.0,31.0,46.8,64.0,4.3,36.1,8.4,3.0,
38.0,Warrick Dunn,28.0,ATL,RB,11.0,6.0,125.0,672.0,3.0,28.0,42.4,69.0,5.4,61.1,11.4,2.0,
39.0,Charlie Garner,31.0,OAK,RB,14.0,9.0,120.0,553.0,3.0,27.0,44.2,33.0,4.6,39.5,8.6,1.0,
40.0,Brian Westbrook,24.0,PHI,RB,15.0,8.0,117.0,613.0,7.0,30.0,43.6,62.0,5.2,40.9,7.8,3.0,
41.0,DeShaun Foster,23.0,CAR,RB,14.0,2.0,113.0,429.0,0.0,23.0,32.7,21.0,3.8,30.6,8.1,3.0,
42.0,Olandis Gary,28.0,DET,RB,13.0,1.0,113.0,384.0,2.0,18.0,36.3,27.0,3.4,29.5,8.7,1.0,
43.0,Rock Cartwright,24.0,WAS,FB,15.0,3.0,107.0,411.0,4.0,36.0,53.3,22.0,3.8,27.4,7.1,2.0,
44.0,Onterrio Smith,23.0,MIN,RB,15.0,3.0,107.0,579.0,5.0,29.0,53.3,47.0,5.4,38.6,7.1,1.0,
45.0,James Jackson,27.0,CLE,RB,12.0,6.0,102.0,382.0,3.0,22.0,54.9,18.0,3.7,31.8,8.5,3.0,
46.0,Duce Staley,28.0,PHI,RB,16.0,4.0,96.0,463.0,5.0,22.0,52.1,22.0,4.8,28.9,6.0,2.0,
47.0,Quentin Griffin,22.0,DEN,RB,10.0,1.0,94.0,345.0,0.0,16.0,39.4,23.0,3.7,34.5,9.4,3.0,
48.0,Stacey Mack,28.0,HOU,RB,8.0,5.0,93.0,253.0,4.0,15.0,34.4,13.0,2.7,31.6,11.6,2.0,
49.0,Michael Bennett,25.0,MIN,RB,8.0,7.0,90.0,447.0,1.0,18.0,45.6,28.0,5.0,55.9,11.3,2.0,
50.0,Emmitt Smith,34.0,ARI,RB,10.0,5.0,90.0,256.0,2.0,15.0,38.9,22.0,2.8,25.6,9.0,2.0,
51.0,Arlen Harris,23.0,STL,RB,16.0,2.0,85.0,255.0,4.0,16.0,42.4,18.0,3.0,15.9,5.3,3.0,
52.0,Ladell Betts,24.0,WAS,RB,9.0,1.0,77.0,255.0,2.0,16.0,48.1,13.0,3.3,28.3,8.6,0.0,
53.0,Najeh Davenport,24.0,GNB,RB,15.0,0.0,77.0,420.0,2.0,18.0,51.9,76.0,5.5,28.0,5.1,4.0,
54.0,Daunte Culpepper,26.0,MIN,QB,14.0,14.0,73.0,422.0,4.0,28.0,63.0,42.0,5.8,30.1,5.2,16.0,"PB,AP CPoY-8"
55.0,Lamar Gordon,23.0,STL,RB,10.0,4.0,71.0,298.0,1.0,22.0,47.9,20.0,4.2,29.8,7.1,1.0,
56.0,Donovan McNabb,27.0,PHI,QB,16.0,16.0,71.0,355.0,3.0,27.0,50.7,34.0,5.0,22.2,4.4,9.0,PB
57.0,Mike Anderson,30.0,DEN,FB,12.0,5.0,70.0,257.0,3.0,17.0,41.4,44.0,3.7,21.4,5.8,2.0,
58.0,Richie Anderson,32.0,DAL,FB,15.0,8.0,70.0,306.0,1.0,16.0,44.3,19.0,4.4,20.4,4.7,1.0,
59.0,Jamel White,26.0,CLE,RB,16.0,3.0,70.0,266.0,1.0,15.0,44.3,23.0,3.8,16.6,4.4,1.0,
60.0,Quincy Carter,26.0,DAL,QB,16.0,16.0,68.0,257.0,2.0,25.0,42.6,19.0,3.8,16.1,4.3,10.0,AP CPoY-2
61.0,Dorsey Levens,33.0,NYG,RB,11.0,0.0,68.0,197.0,3.0,16.0,35.3,17.0,2.9,17.9,6.2,0.0,
62.0,Robert Holcombe,28.0,TEN,RB,15.0,0.0,63.0,201.0,1.0,11.0,27.0,21.0,3.2,13.4,4.2,2.0,
63.0,Chester Taylor,24.0,BAL,RB,16.0,1.0,63.0,276.0,2.0,12.0,39.7,32.0,4.4,17.3,3.9,3.0,
64.0,Kordell Stewart,31.0,CHI,QB,9.0,7.0,59.0,290.0,3.0,24.0,57.6,25.0,4.9,32.2,6.6,7.0,
65.0,Brandon Bennett,30.0,CIN,RB,16.0,0.0,56.0,173.0,0.0,11.0,32.1,19.0,3.1,10.8,3.5,2.0,
66.0,Chris Brown,22.0,TEN,RB,11.0,0.0,56.0,221.0,0.0,9.0,39.3,28.0,3.9,20.1,5.1,1.0,
67.0,Jeff Garcia,33.0,SFO,QB,13.0,13.0,56.0,319.0,7.0,25.0,58.9,21.0,5.7,24.5,4.3,9.0,
68.0,Lee Suggs,23.0,CLE,RB,7.0,0.0,56.0,289.0,2.0,14.0,42.9,78.0,5.2,41.3,8.0,2.0,
69.0,Aaron Brooks,27.0,NOR,QB,16.0,16.0,54.0,175.0,2.0,20.0,48.1,15.0,3.2,10.9,3.4,14.0,
70.0,LaBrandon Toefield,23.0,JAX,RB,16.0,0.0,53.0,212.0,2.0,11.0,49.1,30.0,4.0,13.3,3.3,0.0,
71.0,Brock Forsey,23.0,CHI,RB,9.0,2.0,50.0,191.0,2.0,12.0,52.0,17.0,3.8,21.2,5.6,0.0,
72.0,Zack Crockett,31.0,OAK,FB,16.0,7.0,48.0,145.0,7.0,19.0,45.8,44.0,3.0,9.1,3.0,1.0,
73.0,Chad Morton,26.0,WAS,RB,15.0,2.0,48.0,216.0,0.0,10.0,50.0,27.0,4.5,14.4,3.2,1.0,
74.0,Ricky Williams,25.0,IND,RB,13.0,4.0,48.0,155.0,2.0,7.0,43.8,19.0,3.2,11.9,3.7,2.0,
75.0,LaMont Jordan,25.0,NYJ,RB,16.0,0.0,46.0,190.0,4.0,14.0,47.8,39.0,4.1,11.9,2.9,0.0,
76.0,Tom Brady,26.0,NWE,QB,16.0,16.0,42.0,63.0,1.0,11.0,28.6,11.0,1.5,3.9,2.6,13.0,AP MVP-3
77.0,Jake Delhomme,28.0,CAR,QB,16.0,15.0,42.0,39.0,1.0,10.0,33.3,9.0,0.9,2.4,2.6,15.0,
78.0,Travis Minor,24.0,MIA,RB,16.0,0.0,41.0,193.0,1.0,13.0,48.8,26.0,4.7,12.1,2.6,0.0,
79.0,Aveion Cason,24.0,DAL,RB,10.0,0.0,40.0,220.0,2.0,7.0,32.5,63.0,5.5,22.0,4.0,2.0,
80.0,Justin Fargas,23.0,OAK,FB,10.0,1.0,40.0,203.0,0.0,10.0,37.5,53.0,5.1,20.3,4.0,1.0,
81.0,Tony Fisher,24.0,GNB,RB,15.0,0.0,40.0,200.0,1.0,9.0,35.0,19.0,5.0,13.3,2.7,0.0,
82.0,Michael Vick,23.0,ATL,QB,5.0,4.0,40.0,255.0,1.0,14.0,57.5,43.0,6.4,51.0,8.0,4.0,
83.0,Joe Burns,24.0,BUF,RB,16.0,1.0,39.0,113.0,0.0,3.0,33.3,12.0,2.9,7.1,2.4,1.0,
84.0,Artose Pinner,25.0,DET,RB,3.0,2.0,39.0,99.0,0.0,3.0,30.8,12.0,2.5,33.0,13.0,0.0,
85.0,Justin Griffith,23.0,ATL,FB,16.0,11.0,38.0,168.0,0.0,13.0,63.2,15.0,4.4,10.5,2.4,0.0,
86.0,Tony Hollings,22.0,HOU,RB,14.0,1.0,38.0,102.0,0.0,5.0,28.9,17.0,2.7,7.3,2.7,2.0,
87.0,Jon Kitna,31.0,CIN,QB,16.0,16.0,38.0,113.0,0.0,7.0,28.9,15.0,3.0,7.1,2.4,9.0,AP CPoY-1
88.0,Steve McNair,30.0,TEN,QB,14.0,14.0,38.0,138.0,4.0,9.0,36.8,23.0,3.6,9.9,2.7,12.0,"PB,AP-2,AP MVP-1,AP OPoY-5"
89.0,Maurice Morris,24.0,SEA,RB,16.0,1.0,38.0,239.0,0.0,10.0,42.1,43.0,6.3,14.9,2.4,2.0,
90.0,Jake Plummer,29.0,DEN,QB,11.0,11.0,37.0,205.0,3.0,17.0,62.2,40.0,5.5,18.6,3.4,4.0,AP CPoY-8
91.0,Dominic Rhodes,24.0,IND,RB,11.0,0.0,37.0,157.0,0.0,6.0,40.5,25.0,4.2,14.3,3.4,0.0,
92.0,Aaron Stecker,28.0,TAM,RB,16.0,1.0,37.0,125.0,0.0,5.0,37.8,15.0,3.4,7.8,2.3,1.0,
93.0,Mack Strong,32.0,SEA,FB,16.0,9.0,37.0,174.0,1.0,19.0,62.2,21.0,4.7,10.9,2.3,1.0,
94.0,Matt Hasselbeck,28.0,SEA,QB,16.0,16.0,36.0,125.0,2.0,10.0,38.9,18.0,3.5,7.8,2.3,4.0,PB
95.0,Chris Fuamatu-Ma'afala,26.0,JAX,RB,13.0,0.0,35.0,144.0,1.0,12.0,57.1,18.0,4.1,11.1,2.7,0.0,
96.0,Jay Fiedler,32.0,MIA,QB,12.0,11.0,34.0,88.0,3.0,14.0,52.9,14.0,2.6,7.3,2.8,7.0,
97.0,Doug Flutie,41.0,SDG,QB,7.0,5.0,33.0,168.0,2.0,12.0,42.4,17.0,5.1,24.0,4.7,7.0,
98.0,Jamal Robertson,26.0,SFO,RB,9.0,0.0,32.0,136.0,0.0,7.0,31.3,23.0,4.3,15.1,3.6,0.0,
99.0,Jeff Blake,33.0,ARI,QB,13.0,13.0,30.0,177.0,2.0,13.0,50.0,19.0,5.9,13.6,2.3,8.0,
100.0,Kyle Boller,22.0,BAL,QB,11.0,9.0,30.0,62.0,0.0,6.0,23.3,15.0,2.1,5.6,2.7,9.0,
101.0,Joey Harrington,25.0,DET,QB,16.0,16.0,30.0,86.0,0.0,7.0,33.3,26.0,2.9,5.4,1.9,6.0,
102.0,Marc Bulger,26.0,STL,QB,15.0,15.0,29.0,75.0,4.0,7.0,24.1,28.0,2.6,5.0,1.9,8.0,PB
103.0,Peyton Manning,27.0,IND,QB,16.0,16.0,28.0,26.0,0.0,3.0,14.3,10.0,0.9,1.6,1.8,6.0,"PB,AP-1,AP MVP-1,AP OPoY-3"
104.0,Josh McCown,24.0,ARI,QB,8.0,3.0,28.0,158.0,1.0,8.0,60.7,16.0,5.6,19.8,3.5,10.0,
105.0,Adrian Murrell,33.0,DAL,RB,3.0,0.0,28.0,107.0,0.0,6.0,46.4,17.0,3.8,35.7,9.3,0.0,
106.0,Anthony Wright,27.0,BAL,QB,7.0,7.0,28.0,73.0,0.0,5.0,32.1,17.0,2.6,10.4,4.0,9.0,
107.0,Mike Alstott,30.0,TAM,RB,4.0,3.0,27.0,77.0,2.0,9.0,44.4,29.0,2.9,19.3,6.8,0.0,
108.0,David Carr,24.0,HOU,QB,12.0,11.0,27.0,151.0,2.0,11.0,55.6,36.0,5.6,12.6,2.3,4.0,
109.0,Mike Cloud,28.0,NWE,RB,5.0,1.0,27.0,118.0,5.0,12.0,51.9,42.0,4.4,23.6,5.4,0.0,
110.0,Trent Green,33.0,KAN,QB,16.0,16.0,26.0,83.0,2.0,9.0,46.2,14.0,3.2,5.2,1.6,5.0,PB
111.0,Brad Johnson,35.0,TAM,QB,16.0,16.0,25.0,33.0,0.0,4.0,28.0,13.0,1.3,2.1,1.6,6.0,
112.0,Byron Leftwich,23.0,JAX,QB,15.0,13.0,25.0,108.0,2.0,10.0,44.0,18.0,4.3,7.2,1.7,11.0,
113.0,Drew Bledsoe,31.0,BUF,QB,16.0,16.0,24.0,29.0,2.0,5.0,25.0,11.0,1.2,1.8,1.5,15.0,
114.0,James Mungro,25.0,IND,RB,7.0,0.0,24.0,60.0,2.0,5.0,37.5,9.0,2.5,8.6,3.4,0.0,
115.0,Tony Richardson,32.0,KAN,FB,16.0,10.0,24.0,60.0,0.0,5.0,41.7,8.0,2.5,3.8,1.5,0.0,PB
116.0,Derrick Blaylock,24.0,KAN,RB,16.0,0.0,22.0,112.0,2.0,7.0,50.0,25.0,5.1,7.0,1.4,1.0,
117.0,Adrian Peterson,24.0,CHI,RB,6.0,1.0,22.0,70.0,0.0,4.0,50.0,10.0,3.2,11.7,3.7,0.0,
118.0,Drew Brees,24.0,SDG,QB,11.0,11.0,21.0,84.0,0.0,8.0,47.6,18.0,4.0,7.6,1.9,5.0,
119.0,Larry Centers,35.0,NWE,FB,9.0,3.0,21.0,82.0,0.0,2.0,38.1,13.0,3.9,9.1,2.3,0.0,
120.0,Chad Pennington,27.0,NYJ,QB,10.0,9.0,21.0,42.0,2.0,6.0,33.3,10.0,2.0,4.2,2.1,8.0,
121.0,Stanley Pritchett,30.0,CHI,FB,16.0,11.0,21.0,93.0,2.0,8.0,57.1,18.0,4.4,5.8,1.3,0.0,
122.0,Verron Haynes,24.0,PIT,RB,12.0,0.0,20.0,63.0,0.0,3.0,30.0,15.0,3.2,5.3,1.7,2.0,
123.0,Larry Johnson,24.0,KAN,RB,6.0,0.0,20.0,85.0,1.0,6.0,45.0,15.0,4.3,14.2,3.3,0.0,
124.0,Rick Mirer,33.0,OAK,QB,9.0,8.0,20.0,83.0,1.0,6.0,30.0,20.0,4.2,9.2,2.2,4.0,
125.0,Rod Smart,26.0,CAR,RB,16.0,0.0,20.0,49.0,0.0,3.0,30.0,6.0,2.5,3.1,1.3,2.0,
126.0,Erik Bickerstaff,23.0,DAL,RB,4.0,0.0,19.0,56.0,1.0,3.0,42.1,9.0,2.9,14.0,4.8,0.0,
127.0,Ki-Jana Carter,30.0,NOR,RB,8.0,0.0,19.0,72.0,1.0,4.0,31.6,31.0,3.8,9.0,2.4,0.0,
128.0,Sammy Morris,26.0,BUF,RB,9.0,0.0,19.0,70.0,1.0,7.0,52.6,12.0,3.7,7.8,2.1,0.0,
129.0,Alan Ricard,26.0,BAL,FB,16.0,13.0,19.0,79.0,0.0,5.0,36.8,30.0,4.2,4.9,1.2,0.0,
130.0,Rabih Abdullah,28.0,CHI,RB,15.0,0.0,18.0,37.0,0.0,4.0,27.8,10.0,2.1,2.5,1.2,0.0,
131.0,Damien Anderson,24.0,ARI,RB,16.0,0.0,18.0,68.0,0.0,5.0,44.4,17.0,3.8,4.3,1.1,0.0,
132.0,Brett Favre,34.0,GNB,QB,16.0,16.0,18.0,15.0,0.0,3.0,16.7,7.0,0.8,0.9,1.1,5.0,PB
133.0,Lorenzo Neal,33.0,SDG,FB,16.0,15.0,18.0,40.0,1.0,7.0,55.6,7.0,2.2,2.5,1.1,0.0,
134.0,Peter Warrick,26.0,CIN,WR,15.0,14.0,18.0,157.0,0.0,7.0,55.6,50.0,8.7,10.5,1.2,2.0,
135.0,Fred Beasley,29.0,SFO,FB,16.0,11.0,17.0,24.0,0.0,4.0,23.5,5.0,1.4,1.5,1.1,0.0,"PB,AP-2"
136.0,Kerry Collins,31.0,NYG,QB,13.0,13.0,17.0,49.0,0.0,3.0,23.5,22.0,2.9,3.8,1.3,12.0,
137.0,Dante Hall,25.0,KAN,WR,16.0,2.0,16.0,73.0,0.0,5.0,56.3,16.0,4.6,4.6,1.0,3.0,"PB,AP-1"
138.0,Doug Chapman,26.0,MIN,RB,4.0,0.0,15.0,33.0,0.0,1.0,26.7,6.0,2.2,8.3,3.8,0.0,
139.0,Tim Hasselbeck,25.0,WAS,QB,7.0,5.0,15.0,41.0,0.0,2.0,33.3,11.0,2.7,5.9,2.1,3.0,
140.0,Jeremi Johnson,23.0,CIN,FB,16.0,13.0,15.0,41.0,1.0,5.0,46.7,12.0,2.7,2.6,0.9,0.0,
141.0,Patrick Ramsey,24.0,WAS,QB,11.0,11.0,15.0,62.0,1.0,3.0,26.7,24.0,4.1,5.6,1.4,8.0,
142.0,Antwaan Randle El,24.0,PIT,WR,16.0,1.0,15.0,75.0,0.0,4.0,53.3,32.0,5.0,4.7,0.9,5.0,
143.0,Chris Chandler,38.0,CHI,QB,8.0,6.0,14.0,35.0,0.0,4.0,42.9,11.0,2.5,4.4,1.8,4.0,
144.0,Doug Johnson,26.0,ATL,QB,10.0,8.0,14.0,21.0,1.0,2.0,21.4,13.0,1.5,2.1,1.4,3.0,
145.0,Tommy Maddox,32.0,PIT,QB,16.0,16.0,13.0,12.0,0.0,0.0,7.7,6.0,0.9,0.8,0.8,5.0,
146.0,Gus Frerotte,32.0,MIN,QB,16.0,2.0,12.0,-2.0,0.0,0.0,0.0,4.0,-0.2,-0.1,0.8,2.0,
147.0,Dennis Northcutt,26.0,CLE,WR,15.0,6.0,12.0,83.0,0.0,4.0,75.0,23.0,6.9,5.5,0.8,2.0,
148.0,Cecil Sapp,25.0,DEN,RB,1.0,0.0,12.0,31.0,0.0,1.0,25.0,5.0,2.6,31.0,12.0,0.0,
149.0,Tim Couch,26.0,CLE,QB,10.0,8.0,11.0,39.0,1.0,4.0,36.4,17.0,3.5,3.9,1.1,6.0,
150.0,Delvin Joyce,25.0,NYG,RB,16.0,0.0,11.0,39.0,0.0,2.0,36.4,8.0,3.5,2.4,0.7,1.0,
151.0,Lamar Smith,33.0,NOR,RB,4.0,0.0,11.0,61.0,0.0,4.0,72.7,17.0,5.5,15.3,2.8,0.0,
152.0,Steve Smith Sr.,24.0,CAR,WR,16.0,11.0,11.0,42.0,0.0,4.0,45.5,14.0,3.8,2.6,0.7,5.0,
153.0,Travis Taylor,25.0,BAL,WR,16.0,16.0,11.0,62.0,0.0,3.0,54.5,16.0,5.6,3.9,0.7,0.0,
154.0,Billy Volek,27.0,TEN,QB,7.0,1.0,11.0,4.0,1.0,1.0,27.3,5.0,0.4,0.6,1.6,1.0,
155.0,Hines Ward,27.0,PIT,WR,16.0,16.0,11.0,61.0,0.0,3.0,45.5,25.0,5.5,3.8,0.7,0.0,"PB,AP-2"
156.0,Kelly Campbell,23.0,MIN,WR,15.0,6.0,10.0,71.0,0.0,4.0,80.0,19.0,7.1,4.7,0.7,2.0,
157.0,Avon Cobourne,24.0,DET,RB,7.0,0.0,10.0,27.0,0.0,1.0,20.0,19.0,2.7,3.9,1.4,0.0,
158.0,Laveranues Coles,26.0,WAS,WR,16.0,16.0,10.0,39.0,0.0,3.0,40.0,23.0,3.9,2.4,0.6,0.0,PB
159.0,Nick Goings,25.0,CAR,RB,15.0,0.0,10.0,69.0,0.0,4.0,80.0,17.0,6.9,4.6,0.7,0.0,
160.0,Santana Moss,24.0,NYJ,WR,16.0,12.0,10.0,67.0,0.0,2.0,50.0,25.0,6.7,4.2,0.6,4.0,
161.0,Rod Smith,33.0,DEN,WR,15.0,15.0,10.0,98.0,0.0,4.0,80.0,26.0,9.8,6.5,0.7,0.0,
162.0,Tim Dwight,28.0,SDG,WR,9.0,3.0,9.0,88.0,0.0,3.0,88.9,20.0,9.8,9.8,1.0,1.0,
163.0,J.R. Redmond,26.0,OAK,RB,1.0,0.0,9.0,30.0,0.0,2.0,44.4,9.0,3.3,30.0,9.0,0.0,
164.0,Cory Schlesinger,31.0,DET,FB,16.0,10.0,9.0,16.0,0.0,5.0,55.6,4.0,1.8,1.0,0.6,0.0,
165.0,Musa Smith,21.0,BAL,RB,11.0,0.0,9.0,31.0,2.0,2.0,22.2,11.0,3.4,2.8,0.8,1.0,
166.0,Mark Brunell,33.0,JAX,QB,3.0,3.0,8.0,19.0,1.0,3.0,37.5,12.0,2.4,6.3,2.7,1.0,
167.0,Jesse Chatman,24.0,SDG,RB,16.0,0.0,8.0,17.0,0.0,0.0,25.0,6.0,2.1,1.1,0.5,0.0,
168.0,Todd Collins,32.0,KAN,QB,5.0,0.0,8.0,-7.0,0.0,1.0,0.0,,-0.9,-1.4,1.6,0.0,
169.0,Woodrow Dantzler,24.0,ATL,RB,9.0,0.0,8.0,21.0,1.0,2.0,37.5,12.0,2.6,2.3,0.9,0.0,
170.0,Kelly Holcomb,30.0,CLE,QB,10.0,8.0,8.0,7.0,0.0,0.0,12.5,6.0,0.9,0.7,0.8,5.0,
171.0,Kurt Kittner,23.0,ATL,QB,7.0,4.0,8.0,13.0,0.0,3.0,25.0,7.0,1.6,1.9,1.1,0.0,
172.0,Ashley Lelie,23.0,DEN,WR,16.0,10.0,8.0,43.0,0.0,2.0,50.0,13.0,5.4,2.7,0.5,0.0,
173.0,Johnnie Morton,32.0,KAN,WR,16.0,16.0,8.0,94.0,0.0,3.0,50.0,39.0,11.8,5.9,0.5,0.0,
174.0,Tim Rattay,26.0,SFO,QB,11.0,3.0,8.0,0.0,0.0,1.0,12.5,,0.0,0.0,0.7,0.0,
175.0,Marc Edwards,29.0,JAX,FB,16.0,16.0,7.0,13.0,1.0,4.0,57.1,3.0,1.9,0.8,0.4,0.0,
176.0,Heath Evans,25.0,SEA,FB,14.0,0.0,7.0,24.0,0.0,1.0,42.9,8.0,3.4,1.7,0.5,0.0,
177.0,Dan Kreider,26.0,PIT,FB,16.0,12.0,7.0,29.0,1.0,1.0,71.4,9.0,4.1,1.8,0.4,0.0,
178.0,Tony Banks,30.0,HOU,QB,7.0,3.0,6.0,27.0,0.0,2.0,50.0,13.0,4.5,3.9,0.9,1.0,
179.0,Troy Brown,32.0,NWE,WR,12.0,10.0,6.0,27.0,0.0,2.0,66.7,11.0,4.5,2.3,0.5,2.0,
180.0,Reuben Droughns,25.0,DEN,RB,15.0,4.0,6.0,14.0,0.0,1.0,16.7,12.0,2.3,0.9,0.4,0.0,
181.0,Rich Gannon,38.0,OAK,QB,7.0,7.0,6.0,18.0,0.0,1.0,33.3,6.0,3.0,2.6,0.9,2.0,
182.0,Brad Hoover,27.0,CAR,FB,16.0,9.0,6.0,21.0,0.0,2.0,83.3,5.0,3.5,1.3,0.4,1.0,
183.0,Danny Kanell,30.0,DEN,QB,5.0,2.0,6.0,5.0,0.0,1.0,16.7,9.0,0.8,1.0,1.2,3.0,
184.0,Randy Moss,26.0,MIN,WR,16.0,16.0,6.0,18.0,0.0,1.0,50.0,11.0,3.0,1.1,0.4,1.0,"PB,AP-1"
